"id","bilderberg_id","type","has_images","images_complete","has_placeholders","is_fragmentary","is_dare_foliated","page_count","repository_id","idno","alt_repository","content_title","content_summary","is_segmented","leaves_count","material_type","leaves_format","leaves_height","leaves_width","written_lines","written_lines_text","column_no","written_height","written_width","hand_number","contemporary_binding","binding_width","binding_height","binding_date","origin_not_before","origin_not_after","origin_date","origin_place","foliation","collation","condition_description","decoration","layout","hand_description","binding_description","acquisition","provenance","additions","gw_no","istc","vd16","edit16","i_aureliensis","content","material_description","origin","doc_editor"
187,BOOK-DARE-M-US-HVN-YMH-23.28,ms,0,0,0,0,0,"0",5,"23.28","",,,,,2,,,,"28","28","1",,,"0",0,,,,,,,,"","","","","","","","","","",,,,,,"","","",
188,BOOK-DARE-M-AT-VIE-ONB-1633,ms,0,0,0,0,0,"0",85,"1633","[{""idno"": ""1633"", ""repository"": null}]",Averroes Manuscript,,,"80",2,,"224","165","28","28","2",,,"0",0,,,,"1200-01-01","1299-12-31","13th century",,"","","","[{""text"": ""The text is elegantly worked out, but not decorated. "", ""type"": ""text""}]","[{""text"": ""The text is set in two columns"", ""type"": ""text""}, {""text"": "". "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}]","","","","[{""text"": ""Once this code was \""Univ., 323\"". "", ""type"": ""text""}]","[{""text"": ""A corrector revised the text using another source. (cf. f. "", ""type"": ""text""}, {""text"": ""63r-63r"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""63r"", ""from_page"": 0, ""from_folio"": ""63r""}, {""text"": "": \""in exemplari pilligicus\"", f. "", ""type"": ""text""}, {""text"": ""76v-76v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""76v"", ""from_page"": 0, ""from_folio"": ""76v""}, {""text"": "": \""in exemplari a quo correxi\"" and on f. "", ""type"": ""text""}, {""text"": ""28v-28v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""28v"", ""from_page"": 0, ""from_folio"": ""28v""}, {""text"": "": \""in exemplari stat\"".) "", ""type"": ""text""}]",,,,,,"","","",
189,BOOK-DARE-M-GB-LON-BL-Royal.12.E.XXV,ms,0,0,0,0,0,"0",29,Royal 12 E. XXV,"",Miscellany,,,"184",2,,"190","135",,,"1",,,"0",,,,,"1300-01-01","1399-12-31","14th century",,"","","","[{""type"": ""section_start"", ""section_name"": ""Initial""}, {""text"": ""Initials in red and blue."", ""type"": ""text""}, {""type"": ""section_start"", ""section_name"": ""Picture""}, {""text"": ""Some profane images in the margins."", ""type"": ""text""}]","[{""text"": ""Text is set in one colum."", ""type"": ""text""}]","[{""text"": ""The Codex is elegantly written by one hand almost completely."", ""type"": ""text""}]","","","[{""text"": ""On f. "", ""type"": ""text""}, {""text"": ""2r-2r"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""2r"", ""from_page"": 0, ""from_folio"": ""2r""}, {""text"": "": \""Liber scolarium... in Oxonia... legatu magistri Ricardi de D...\""."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""On f. "", ""type"": ""text""}, {""text"": ""3v-3v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""3v"", ""from_page"": 0, ""from_folio"": ""3v""}, {""text"": "", written by a 15th century hand: \""Collegium de Tateshall\""."", ""type"": ""text""}]","",,,,,,"","","",
190,BOOK-DARE-M-FR-PAR-BNF-lat.16088,ms,1,1,0,0,1,"0",81,lat. 16088,"[{""idno"": ""lat. 16088"", ""repository"": ""Sorbonne""}]",Aristotelianand Ps.-Aristotelianworks,,,"189",2,,"347","245","28","28","2",,,"0",0,,,,"1200-01-01","1299-12-31","13th century",Paris,"[{""text"": ""A foliation mistake on f. "", ""type"": ""text""}, {""text"": ""151r-151r"", ""type"": ""locus_multi"", ""to_page"": 31272, ""to_folio"": ""151r"", ""from_page"": 31272, ""from_folio"": ""151r""}, {""text"": "", leaving number 151. The text is complete. From this point on the DARE-foliation tries to represent the correct counting. The  total number of folios is 189 and not 190 as "", ""type"": ""text""}, {""text"": ""Lacombe"", ""type"": ""person"", ""person"": 194}, {""text"": "" suggests."", ""type"": ""text""}]","[{""text"": ""Sixteen bound notebooks: 1 guard folio (cf. f. "", ""type"": ""text""}, {""text"": ""x1-x1"", ""type"": ""locus_multi"", ""to_page"": 30971, ""to_folio"": ""x1"", ""from_page"": 30971, ""from_folio"": ""x1""}, {""text"": ""), 15 notebooks of 12 folios (cf. f. "", ""type"": ""text""}, {""text"": ""2r-182v"", ""type"": ""locus_multi"", ""to_page"": 31335, ""to_folio"": ""182v"", ""from_page"": 30974, ""from_folio"": ""2r""}, {""text"": "") + 1 notebook out of 8 folios (cf. f. "", ""type"": ""text""}, {""text"": ""183r-190v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""190v"", ""from_page"": 31336, ""from_folio"": ""183r""}, {""text"": ""). "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Claimants on f. "", ""type"": ""text""}, {""text"": ""25v-25v"", ""type"": ""locus_multi"", ""to_page"": 31021, ""to_folio"": ""25v"", ""from_page"": 31021, ""from_folio"": ""25v""}, {""text"": "", "", ""type"": ""text""}, {""text"": ""37v-37v"", ""type"": ""locus_multi"", ""to_page"": 31045, ""to_folio"": ""37v"", ""from_page"": 31045, ""from_folio"": ""37v""}, {""text"": "", "", ""type"": ""text""}, {""text"": ""49v-49v"", ""type"": ""locus_multi"", ""to_page"": 31069, ""to_folio"": ""49v"", ""from_page"": 31069, ""from_folio"": ""49v""}, {""text"": "", "", ""type"": ""text""}, {""text"": ""61v-61v"", ""type"": ""locus_multi"", ""to_page"": 31093, ""to_folio"": ""61v"", ""from_page"": 31093, ""from_folio"": ""61v""}, {""text"": "", "", ""type"": ""text""}, {""text"": ""73v-73v"", ""type"": ""locus_multi"", ""to_page"": 31117, ""to_folio"": ""73v"", ""from_page"": 31117, ""from_folio"": ""73v""}, {""text"": "", "", ""type"": ""text""}, {""text"": ""85v-85v"", ""type"": ""locus_multi"", ""to_page"": 31141, ""to_folio"": ""85v"", ""from_page"": 31141, ""from_folio"": ""85v""}, {""text"": "", "", ""type"": ""text""}, {""text"": ""97v-97v"", ""type"": ""locus_multi"", ""to_page"": 31165, ""to_folio"": ""97v"", ""from_page"": 31165, ""from_folio"": ""97v""}, {""text"": "", "", ""type"": ""text""}, {""text"": ""109v-109v"", ""type"": ""locus_multi"", ""to_page"": 31189, ""to_folio"": ""109v"", ""from_page"": 31189, ""from_folio"": ""109v""}, {""text"": "", "", ""type"": ""text""}, {""text"": ""121v-121v"", ""type"": ""locus_multi"", ""to_page"": 31213, ""to_folio"": ""121v"", ""from_page"": 31213, ""from_folio"": ""121v""}, {""text"": "", "", ""type"": ""text""}, {""text"": ""133v-133v"", ""type"": ""locus_multi"", ""to_page"": 31237, ""to_folio"": ""133v"", ""from_page"": 31237, ""from_folio"": ""133v""}, {""text"": "", "", ""type"": ""text""}, {""text"": ""146v-146v"", ""type"": ""locus_multi"", ""to_page"": 31263, ""to_folio"": ""146v"", ""from_page"": 31263, ""from_folio"": ""146v""}, {""text"": "", "", ""type"": ""text""}, {""text"": ""158v-158v"", ""type"": ""locus_multi"", ""to_page"": 31287, ""to_folio"": ""158v"", ""from_page"": 31287, ""from_folio"": ""158v""}, {""text"": "", "", ""type"": ""text""}, {""text"": ""170v-170v"", ""type"": ""locus_multi"", ""to_page"": 31311, ""to_folio"": ""170v"", ""from_page"": 31311, ""from_folio"": ""170v""}, {""text"": "" and "", ""type"": ""text""}, {""text"": ""182v-182v"", ""type"": ""locus_multi"", ""to_page"": 31335, ""to_folio"": ""182v"", ""from_page"": 31335, ""from_folio"": ""182v""}, {""text"": "", traces of a claimant can also be found on the bottom of the margin on f. "", ""type"": ""text""}, {""text"": ""13v-13v"", ""type"": ""locus_multi"", ""to_page"": 30997, ""to_folio"": ""13v"", ""from_page"": 30997, ""from_folio"": ""13v""}, {""text"": ""."", ""type"": ""text""}]","","[{""type"": ""section_start"", ""section_name"": ""General""}, {""text"": ""Little spots in red and blue."", ""type"": ""text""}, {""type"": ""section_start"", ""section_name"": ""Initial""}, {""text"": ""A lot of very fine initials with plant, animal and anthropomorph motifs, often decorated with golden leafs. Smaller initials in red and blue, Parisian kind."", ""type"": ""text""}, {""type"": ""section_start"", ""section_name"": ""Title""}, {""text"": ""Titles in red and blue on the top of the page all over the manuscript."", ""type"": ""text""}]","[{""text"": ""The text is set in 2 columns."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}]","[{""text"": ""The text is written by one copist in black ink. "", ""type"": ""text""}]","[{""text"": ""Parchment. Six nerves on the back, also a title written in black ink."", ""type"": ""text""}]","","[{""text"": ""This manuscript entered the Sorbonne College before 1307 by the testament of Nicasius (or Nicaise)  of Planca, a Flemish cleric. A member of the college listed it in the obituary as of June 13, in the year 1307. One can read: \""Magister Nicasius de Planca, flamingus, libros naturales in uno volumine et quosdam morales  in alio volumine, qui sunt in catenis, et XL sol. sociis distribuendos\"" (cf. f. "", ""type"": ""text""}, {""text"": ""x1-x1"", ""type"": ""locus_multi"", ""to_page"": 30971, ""to_folio"": ""x1"", ""from_page"": 30971, ""from_folio"": ""x1""}, {""text"": ""). The code is named here as \""libros naturales in uno volumine\"" as well as the manuscript Latin 16672  containing Rhetorica, Metaphysica and Physica by "", ""type"": ""text""}, {""text"": ""Aristotle"", ""type"": ""person"", ""person"": 72}, {""text"": "".  "", ""type"": ""text""}, {""text"": ""It is said in the statement of the obituary that these manuscripts were chained. The two of them were integrated into the Libraria communis probably from the donation of Nicaise. They appear both in the catalog of 1338 under the category \""cathenatus\"" under the heading of  \""Libri naturales not commentati\"" with the numbers 32 (Latin 16088) and 33 (Latin 16672).  The mention of librarianship f. "", ""type"": ""text""}, {""text"": ""190v-190v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""190v"", ""from_page"": 0, ""from_folio"": ""190v""}, {""text"": "" can be compared with the catalog of 1338: \""inter libros naturales xxxiius\"". That corresponds to its rating in the catalog and the words  \""cathenabitur\"" postponed twice in two different hands, one time on the bottom of the same folio, its location in the library of chained books.  "", ""type"": ""text""}, {""text"": ""The codex is quoted in the methodical directory under the symbol AD.s.  Indeed, if we compare the listed references AD.s, the detailed content of the manuscript is obtained.  "", ""type"": ""text""}, {""text"": ""One can also read Nicaise Planca's Ex-libris  on f. "", ""type"": ""text""}, {""text"": ""190v-190v"", ""type"": ""locus_multi"", ""to_page"": 0, ""to_folio"": ""190v"", ""from_page"": 0, ""from_folio"": ""190v""}, {""text"": "": \""Iste est liber pauperum magistrorum domus de Sorbona studentium in theologia ex legato magistri Nichasii de Planca Flamingi precii X libri\"".  The former owner has also written his Ex-libris on f. "", ""type"": ""text""}, {""text"": ""189v-189v"", ""type"": ""locus_multi"", ""to_page"": 31349, ""to_folio"": ""189v"", ""from_page"": 31349, ""from_folio"": ""189v""}, {""text"": "" in the lower margin: \""Liber magistri Nychasii de Planka clerici\"".  "", ""type"": ""text""}, {""text"": ""It is difficult to say whether Nicaise was the recipient of this manuscript (Mss datés t.III p.742: \""Nicaise de  Planca qui a annoté ce ms. qu’il possédait mais n’en était pas le destinataire.\"" (\""Nicaise Planca has annotated this manuscript, he possessed it,  but was not the recipient.\""). Stamps of the Bibliothèque de Sorbonne : f. "", ""type"": ""text""}, {""text"": ""2r-2r"", ""type"": ""locus_multi"", ""to_page"": 30974, ""to_folio"": ""2r"", ""from_page"": 30974, ""from_folio"": ""2r""}, {""text"": "" et "", ""type"": ""text""}, {""text"": ""63r-63r"", ""type"": ""locus_multi"", ""to_page"": 31096, ""to_folio"": ""63r"", ""from_page"": 31096, ""from_folio"": ""63r""}, {""text"": "".  "", ""type"": ""text""}, {""text"": ""Stamps of the Bibliothèque nationale de France : f. "", ""type"": ""text""}, {""text"": ""2r-2r"", ""type"": ""locus_multi"", ""to_page"": 30974, ""to_folio"": ""2r"", ""from_page"": 30974, ""from_folio"": ""2r""}, {""text"": "". "", ""type"": ""text""}]","[{""text"": ""Extensively annotated by a recurring hand, perhaps that of Nicasius Planca, a former owner of the manuscript.  Accurate and scholarly annotations that invoke abundantly:  "", ""type"": ""text""}, {""text"": ""Avicenna"", ""type"": ""person"", ""person"": 88}, {""text"": "" (for example on f. "", ""type"": ""text""}, {""text"": ""1r-1r"", ""type"": ""locus_multi"", ""to_page"": 30972, ""to_folio"": ""1r"", ""from_page"": 30972, ""from_folio"": ""1r""}, {""text"": "" and "", ""type"": ""text""}, {""text"": ""3v-3v"", ""type"": ""locus_multi"", ""to_page"": 30977, ""to_folio"": ""3v"", ""from_page"": 30977, ""from_folio"": ""3v""}, {""text"": ""),  "", ""type"": ""text""}, {""text"": ""Averroes"", ""type"": ""person"", ""person"": 85}, {""text"": "" sometimes named as commentator  (only on De anima, for example on "", ""type"": ""text""}, {""text"": ""3r-3r"", ""type"": ""locus_multi"", ""to_page"": 30976, ""to_folio"": ""3r"", ""from_page"": 30976, ""from_folio"": ""3r""}, {""text"": ""),  "", ""type"": ""text""}, {""text"": ""Alexander of Aphrodisias"", ""type"": ""person"", ""person"": 48}, {""text"": ""  (for example on f. "", ""type"": ""text""}, {""text"": ""22r-22r"", ""type"": ""locus_multi"", ""to_page"": 31014, ""to_folio"": ""22r"", ""from_page"": 31014, ""from_folio"": ""22r""}, {""text"": "" and "", ""type"": ""text""}, {""text"": ""77r-77r"", ""type"": ""locus_multi"", ""to_page"": 31124, ""to_folio"": ""77r"", ""from_page"": 31124, ""from_folio"": ""77r""}, {""text"": ""),  "", ""type"": ""text""}, {""text"": ""Boethius"", ""type"": ""person"", ""person"": 85}, {""text"": "",  "", ""type"": ""text""}, {""text"": ""Thomas Aquinas"", ""type"": ""person"", ""person"": 584}, {""text"": "" (for example on f. "", ""type"": ""text""}, {""text"": ""1r-1r"", ""type"": ""locus_multi"", ""to_page"": 30972, ""to_folio"": ""1r"", ""from_page"": 30972, ""from_folio"": ""1r""}, {""text"": "" and "", ""type"": ""text""}, {""text"": ""4r-4r"", ""type"": ""locus_multi"", ""to_page"": 30978, ""to_folio"": ""4r"", ""from_page"": 30978, ""from_folio"": ""4r""}, {""text"": "") and "", ""type"": ""text""}, {""text"": ""Albert the Great"", ""type"": ""person"", ""person"": 40}, {""text"": ""  (for example on f. "", ""type"": ""text""}, {""text"": ""21r-21r"", ""type"": ""locus_multi"", ""to_page"": 31012, ""to_folio"": ""21r"", ""from_page"": 31012, ""from_folio"": ""21r""}, {""text"": "" and "", ""type"": ""text""}, {""text"": ""23r-23r"", ""type"": ""locus_multi"", ""to_page"": 31016, ""to_folio"": ""23r"", ""from_page"": 31016, ""from_folio"": ""23r""}, {""text"": "") . "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Charts and tables in the margins of f. "", ""type"": ""text""}, {""text"": ""81v-81v"", ""type"": ""locus_multi"", ""to_page"": 31133, ""to_folio"": ""81v"", ""from_page"": 31133, ""from_folio"": ""81v""}, {""text"": "", ff. "", ""type"": ""text""}, {""text"": ""92v-93r"", ""type"": ""locus_multi"", ""to_page"": 31156, ""to_folio"": ""93r"", ""from_page"": 31155, ""from_folio"": ""92v""}, {""text"": ""; f. "", ""type"": ""text""}, {""text"": ""101r-101r"", ""type"": ""locus_multi"", ""to_page"": 31172, ""to_folio"": ""101r"", ""from_page"": 31172, ""from_folio"": ""101r""}, {""text"": "", f. "", ""type"": ""text""}, {""text"": ""113v-113v"", ""type"": ""locus_multi"", ""to_page"": 31197, ""to_folio"": ""113v"", ""from_page"": 31197, ""from_folio"": ""113v""}, {""text"": "" and "", ""type"": ""text""}, {""text"": ""114r-114r"", ""type"": ""locus_multi"", ""to_page"": 31198, ""to_folio"": ""114r"", ""from_page"": 31198, ""from_folio"": ""114r""}, {""text"": "". As a part of the text: f. "", ""type"": ""text""}, {""text"": ""93v-93v"", ""type"": ""locus_multi"", ""to_page"": 31157, ""to_folio"": ""93v"", ""from_page"": 31157, ""from_folio"": ""93v""}, {""text"": "". "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Just some emendations."", ""type"": ""text""}]",,,,,,"","","",
191,BOOK-DARE-M-FR-MPL-BUM-183,ms,1,0,1,0,1,"0",195,"183","","Aristoteles, Physica",,,"62",2,,"320","215","28","28","2",,,"0",0,,,,"1300-01-01","1399-12-31","14th century",,"","","[{""text"": ""The margins of a lot of folios are cut away (e.g. ff. "", ""type"": ""text""}, {""text"": ""34r-37v"", ""type"": ""locus_multi"", ""to_page"": 31425, ""to_folio"": ""37v"", ""from_page"": 31418, ""from_folio"": ""34r""}, {""text"": "", "", ""type"": ""text""}, {""text"": ""39r-42v"", ""type"": ""locus_multi"", ""to_page"": 31435, ""to_folio"": ""42v"", ""from_page"": 31428, ""from_folio"": ""39r""}, {""text"": "")."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""Ff. "", ""type"": ""text""}, {""text"": ""44v-45r"", ""type"": ""locus_multi"", ""to_page"": 31440, ""to_folio"": ""45r"", ""from_page"": 31439, ""from_folio"": ""44v""}, {""text"": "" are not part of this scan."", ""type"": ""text""}]","[{""type"": ""section_start"", ""section_name"": ""Title""}, {""text"": ""No titles on the top of the pages."", ""type"": ""text""}, {""type"": ""section_start"", ""section_name"": ""Initial""}, {""text"": ""Spaces for initial letters left open."", ""type"": ""text""}]","[{""text"": ""The text is set in 2 columns."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}]","[{""text"": ""The text is written by one hand in little rotund italics in bold letters."", ""type"": ""text""}]","","","","[{""text"": ""No emendations. Marginal glosses are positioned in columns. "", ""type"": ""text""}]",,,,,,"","","",
192,BOOK-DARE-M-VA-VAT-BAV-Vat.lat.2446,ms,1,1,0,0,1,"0",1,Vat. lat. 2446,"",,,,,2,,,,"28","28","1",,,"0",0,,,,,,,,"","","","","","","","","","",,,,,,"","","",
193,BOOK-DARE-M-GB-CMG-PET-101,ms,0,0,0,0,0,"0",50,"101","",,,,,2,,,,"28","28","1",,,"0",0,,,,,,,,"","","","","","","","","","",,,,,,"","","",
194,BOOK-DARE-M-IT-FLR-BNC-Conv.Soppr.I.3.22,ms,0,0,0,0,0,"0",127,Conv. Soppr. I. 3. 22,"",,,,,2,,,,"28","28","1",,,"0",0,,,,,,,,"","","","","","","","","","",,,,,,"","","",
195,BOOK-DARE-M-ES-MAD-BNE-1428,ms,1,1,0,0,1,"0",71,"1428","",,,,,2,,,,"28","28","1",,,"0",0,,,,,,,,"","","","","","","","","","",,,,,,"","","",
196,BOOK-DARE-M-GB-TID-ABB-177,ms,0,0,0,0,0,"0",44,"177","",,,,,2,,,,"28","28","1",,,"0",0,,,,,,,,"","","","","","","","","","",,,,,,"","","",
197,BOOK-DARE-M-FR-PAR-BNF-lat.16109,ms,1,1,0,0,1,"0",81,lat. 16109,"[{""idno"": ""lat. 16109"", ""repository"": null}]","Averroes, In metaphysicam",,0,"116",2,"","303","205","","","2","","","0",0,"","","","1200-01-01","1300-12-31","13th century","","","","[{""insert"": ""The manuscript is pale and sometimes confusing.\n""}]","[{""type"": ""section_start"", ""section_name"": ""Initial""}, {""text"": ""Spaces for decorated letters remain empty.  "", ""type"": ""text""}]","[{""insert"": ""Text is set in two columns.\n\nText and commentary differ in letter size. \n\nSome spare traces of titles to the books, i.e. f. ""}, {""insert"": ""5r"", ""attributes"": {""color"": ""#00aa88"", ""folio_link"": ""32403""}}, {""insert"": "" : α, and on the upper corners of the ff. ""}, {""insert"": ""1r"", ""attributes"": {""color"": ""#00aa88"", ""folio_link"": ""32395""}}, {""insert"": "" - ""}, {""insert"": ""5r"", ""attributes"": {""color"": ""#00aa88"", ""folio_link"": ""32403""}}, {""insert"": "": \""Incipit primus metaphsice\"". Commentary-chapters are not counted.\n""}]","[{""text"": ""Done by one hand in blackish letters."", ""type"": ""text""}]","","","","[{""insert"": ""In older catalogues this manuscript is named as Commentary on Metaphysics by ""}, {""insert"": ""Albertus Magnus"", ""attributes"": {""color"": ""#cd5c5c"", ""person_link"": ""40""}}, {""insert"": "". This comes from a title on f.""}, {""insert"": ""2r"", ""attributes"": {""color"": ""#00aa88"", ""folio_link"": ""32397""}}, {""insert"": "" : \""Commentum Alberti supra librum metaphysice\"" But Darms points out, that this is wrong. \nIn the margins we find a lot of glosses and readings from another, unknown code, so there is no clarity about text disposition.  \nOn f. ""}, {""insert"": ""116r"", ""attributes"": {""color"": ""#00aa88"", ""folio_link"": ""32625""}}, {""insert"": "": Iste liber continet 60 commenta et deficiunt residua \nOn f. ""}, {""insert"": ""116v"", ""attributes"": {""color"": ""#00aa88"", ""folio_link"": ""32626""}}, {""insert"": "": precii XXII \n""}]",,,,,,"","","",
198,BOOK-DARE-M-IT-ASI-BC-280,ms,1,1,0,0,1,"0",118,"280","",Aristotle-Manuscript,,,"216",2,,"378","260","28","28","1",,,"0",0,,,,"1200-01-01","1399-12-31","13th to 14th century",,"[{""text"": ""Empty pages: "", ""type"": ""text""}, {""text"": ""77v-78v"", ""type"": ""locus_multi"", ""to_page"": 32785, ""to_folio"": ""78v"", ""from_page"": 32783, ""from_folio"": ""77v""}, {""text"": ""  and "", ""type"": ""text""}, {""text"": ""146r-146v"", ""type"": ""locus_multi"", ""to_page"": 32921, ""to_folio"": ""146v"", ""from_page"": 32920, ""from_folio"": ""146r""}, {""text"": "".  "", ""type"": ""text""}]","","","[{""type"": ""section_start"", ""section_name"": ""Initial""}, {""text"": ""The tall initials are painted with red and blue color. Occuring names of books are reddished."", ""type"": ""text""}]","[{""text"": ""The text is set in one column. "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""null"", ""type"": ""paragraph""}]","","","","","[{""text"": ""In the margins of the Metaphyiscs a hand from the 13th century added three times \""commentator "", ""type"": ""text""}, {""text"": ""Averroes"", ""type"": ""person"", ""person"": 85}, {""text"": ""\"" (cf. ff. "", ""type"": ""text""}, {""text"": ""1r-1r"", ""type"": ""locus_multi"", ""to_page"": 32630, ""to_folio"": ""1r"", ""from_page"": 32630, ""from_folio"": ""1r""}, {""text"": "", "", ""type"": ""text""}, {""text"": ""8v-8v"", ""type"": ""locus_multi"", ""to_page"": 32645, ""to_folio"": ""8v"", ""from_page"": 32645, ""from_folio"": ""8v""}, {""text"": "" and "", ""type"": ""text""}, {""text"": ""60r-60r"", ""type"": ""locus_multi"", ""to_page"": 32748, ""to_folio"": ""60r"", ""from_page"": 32748, ""from_folio"": ""60r""}, {""text"": "").  "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""A hand from the same century added mostly in the beginning of the single books of the Ethics \""commentator "", ""type"": ""text""}, {""text"": ""Eustratius"", ""type"": ""person"", ""person"": 169}, {""text"": ""\"" (cf. ff. "", ""type"": ""text""}, {""text"": ""85v-85v"", ""type"": ""locus_multi"", ""to_page"": 32799, ""to_folio"": ""85v"", ""from_page"": 32799, ""from_folio"": ""85v""}, {""text"": "" and "", ""type"": ""text""}, {""text"": ""112v-112v"", ""type"": ""locus_multi"", ""to_page"": 32853, ""to_folio"": ""112v"", ""from_page"": 32853, ""from_folio"": ""112v""}, {""text"": ""), \""sanctus "", ""type"": ""text""}, {""text"": ""Thomas"", ""type"": ""person"", ""person"": 584}, {""text"": "" (cf. f. "", ""type"": ""text""}, {""text"": ""105r-105r"", ""type"": ""locus_multi"", ""to_page"": 32838, ""to_folio"": ""105r"", ""from_page"": 32838, ""from_folio"": ""105r""}, {""text"": "") and \"""", ""type"": ""text""}, {""text"": ""Boecius"", ""type"": ""person"", ""person"": 106}, {""text"": "" in libro de Consolatione philosophie (cf. f. "", ""type"": ""text""}, {""text"": ""138r-138r"", ""type"": ""locus_multi"", ""to_page"": 32904, ""to_folio"": ""138r"", ""from_page"": 32904, ""from_folio"": ""138r""}, {""text"": "").  "", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""No glosses in the rest of the code, but on f. "", ""type"": ""text""}, {""text"": ""189v-189v"", ""type"": ""locus_multi"", ""to_page"": 33007, ""to_folio"": ""189v"", ""from_page"": 33007, ""from_folio"": ""189v""}, {""text"": "".  "", ""type"": ""text""}]",,,,,,"","","",
199,BOOK-DARE-M-DE-ERF-AMP-CA.4o316,ms,1,1,0,0,1,"0",82,CA 4° 316,"[{""idno"": ""CA 4° 316"", ""repository"": null}]",Miscellany,,0,"86",2,"","235","160","","","1","","","0",0,"","","","1250-01-01","1399-12-31",End of the 13th and 14th century,"","[{""insert"": ""An older foliation made with a pencil makes mistakes at some points and was later corrected by another pencil from leave 55 on (cf f. ""}, {""insert"": ""55r"", ""attributes"": {""color"": ""#00aa88"", ""folio_link"": ""190120""}}, {""insert"": "").\n""}]","","","[{""type"": ""section_start"", ""section_name"": ""Initial""}, {""text"": ""According to "", ""type"": ""text""}, {""text"": ""Lacombe"", ""type"": ""person"", ""person"": 194}, {""text"": "", the first letters of the initials are in minium, the others are missing. Manuscripta medievalia notes, that some texts have red decorations in the beginnings. "", ""type"": ""text""}, {""text"": ""Averroes'"", ""type"": ""person"", ""person"": 85}, {""text"": "" Expositio Libri De Physionomia Ps.-"", ""type"": ""text""}, {""text"": ""Aristotelis"", ""type"": ""person"", ""person"": 72}, {""text"": "" has red initials and is rubricated. The De Substantia Orbis also has red initials, as well as paragraph signs."", ""type"": ""text""}]","[{""insert"": ""Text is set in long lines in the Aristotelian part. Other texts are set in two columns.\n\n""}]","[{""text"": ""Text is written by multiple hands."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""According to "", ""type"": ""text""}, {""text"": ""Lacombe"", ""type"": ""person"", ""person"": 194}, {""text"": "", the text of the Aristotelian part is negligently written by three apparently German hands."", ""type"": ""text""}, {""text"": ""null"", ""type"": ""paragraph""}, {""text"": ""According to Manuscripta medievalia, we have multiple hands between and within the individual texts, cursiva as well as current script with different stylistic specificities. "", ""type"": ""text""}, {""text"": ""Burley's"", ""type"": ""person"", ""person"": 599}, {""text"": "" Expositio Librorum De Caelo et Mundo was written in the "", ""type"": ""text""}, {""text"": ""first half of the 14th century"", ""type"": ""text""}, {""text"": "", the other texts have similar or even older dating.  "", ""type"": ""text""}, {""text"": ""Averroes'"", ""type"": ""person"", ""person"": 85}, {""text"": "" Expositio Libri De Physionomia Ps.-"", ""type"": ""text""}, {""text"": ""Aristotelis"", ""type"": ""person"", ""person"": 72}, {""text"": "" is written in an older cursiva. The De Substantia Orbis is written in a current script, strongly leaning to cursiva."", ""type"": ""text""}]","[{""text"": ""Wooden cover with green leather."", ""type"": ""text""}]","","[{""insert"": ""Lacombe"", ""attributes"": {""color"": ""#cd5c5c"", ""person_link"": ""194""}}, {""insert"": "" dates ff. ""}, {""insert"": ""70r"", ""attributes"": {""color"": ""#00aa88"", ""folio_link"": ""190150""}}, {""insert"": ""-""}, {""insert"": ""77v"", ""attributes"": {""color"": ""#00aa88"", ""folio_link"": ""190165""}}, {""insert"": "" ,just, to the end of the 13th century, tentatively.\nThe front cover has a paper sheet on the outside with the old signature 45. phil. natur.\n""}]","[{""insert"": ""The glosses are nearly faded. According to Manuscripta medievalia, we have glosses in cursiva, apparently by the scribe, within ""}, {""insert"": ""Averroes'"", ""attributes"": {""color"": ""#cd5c5c"", ""person_link"": ""85""}}, {""insert"": "" De Substantia Orbis.\nNo emendations.\nNo script on the last leave (cf. f. ""}, {""insert"": ""86r"", ""attributes"": {""color"": ""#00aa88"", ""folio_link"": ""190182""}}, {""insert"": "").\n""}]",,,,,,"","","",
